application_no,date_received,date_released,year,month,quarter,application_type,current_stage,assigned_staff,barangay,purpose,zone_classification,latitude,longitude,lot_area_sqm,floor_area_sqm,no_of_floors,total_fee_php,processing_days,is_compliant,monthly_rainfall_mm,inflation_rate_pct,working_days_month
ZA-2020-0351,2020-09-23,2020-09-28,2020,9,3,Locational Clearance,Released,"Garduque, H.",San Jose,Apartment/Boarding House,Residential Low Density (R-1),13.830817,121.224036,934,506.0,1,3121.8,3,0,145.0,2.31,21
ZA-2020-0352,2020-09-25,2020-10-05,2020,9,3,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay I,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.867502,121.216047,977,577.0,1,2214.34,6,1,158.4,2.03,21
ZA-2020-0353,2020-09-28,2020-10-19,2020,9,3,Zoning Certificate,Released,"Bautista, R.",Sico,Property Sale/Transfer,Agricultural (A),13.822016,121.198387,17283,,1,51080.7,15,1,165.0,2.84,21
ZA-2020-0354,2020-09-30,2020-10-09,2020,9,3,Locational Clearance,Released,"Tipan, S.",Lodlod,Poultry/Livestock Farm,Residential Medium Density (R-2),13.868809,121.209054,765,490.0,1,2177.12,7,1,154.0,2.22,21
ZA-2020-0355,2020-10-05,2020-10-12,2020,10,4,Locational Clearance,Released,"Castillo, J.",Santol,Medical Clinic,Institutional (Inst),13.859699,121.19285,1218,741.0,1,3935.24,5,1,139.6,2.44,23
ZA-2020-0356,2020-10-06,2020-11-02,2020,10,4,Development Permit,Released,"Garduque, H.",Bolbok,Resort/Tourism Facility,Institutional (Inst),13.852589,121.21171,466,165.0,1,2752.56,19,1,129.4,2.41,23
ZA-2020-0357,2020-10-07,2020-10-26,2020,10,4,Locational Clearance,Released,"Garduque, H.",Tulo,Residential House Construction,Commercial (C-1),13.879989,121.243043,787,518.0,2,2313.67,13,1,110.9,2.49,23
ZA-2020-0358,2020-10-07,2020-10-20,2020,10,4,Locational Clearance,Released,"Castillo, J.",Tulo,Medical Clinic,Residential Low Density (R-1),13.867039,121.20412,325,146.0,1,1078.59,9,1,119.1,2.46,23
ZA-2020-0359,2020-10-16,2020-10-26,2020,10,4,Zoning Certificate,Released,"Bautista, R.",Santol,Boundary Dispute Resolution,Residential Low Density (R-1),13.884949,121.171109,234,,1,921.26,6,1,150.1,2.75,23
ZA-2020-0360,2020-10-16,2020-12-23,2020,10,4,Development Permit,Released,"Garduque, H.",Lodlod,Memorial Park Development,Industrial (I-1),13.894539,121.249756,2825,1804.0,5,8682.57,48,1,115.4,2.7,23
ZA-2020-0361,2020-10-19,2020-11-03,2020,10,4,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay I,Car Wash,Residential Low Density (R-1),13.888729,121.210005,583,265.0,1,2104.41,11,1,113.0,2.63,23
ZA-2020-0362,2020-10-20,2020-11-13,2020,10,4,Locational Clearance,Released,"Tipan, S.",Mataas na Lupa,School/Learning Center,Residential Medium Density (R-2),13.898125,121.221648,732,357.0,1,2748.42,18,1,127.3,2.52,23
ZA-2020-0363,2020-10-22,2020-11-17,2020,10,4,Locational Clearance,Released,"Tipan, S.",Iligan,Gasoline Station,Residential Medium Density (R-2),13.830457,121.223737,697,498.0,1,1801.83,18,1,138.0,2.89,23
ZA-2020-0364,2020-10-23,2020-10-30,2020,10,4,Locational Clearance,Released,"Garduque, H.",Lodlod,Gasoline Station,Residential Low Density (R-1),13.879617,121.188578,498,243.0,1,2049.55,5,1,106.9,2.21,23
ZA-2020-0365,2020-10-26,2020-10-29,2020,10,4,Zoning Certificate,Released,"Cruz, M.",Parang,Boundary Dispute Resolution,Commercial (C-1),13.880102,121.24176,664,,1,1618.52,3,1,124.9,2.51,23
ZA-2020-0366,2020-10-28,2020-11-18,2020,10,4,Locational Clearance,Released,"Castillo, J.",Pinagkawitan,Food Establishment,Commercial (C-1),13.828721,121.189883,463,233.0,2,1962.53,15,1,144.9,2.22,23
ZA-2020-0367,2020-10-29,2020-11-24,2020,10,4,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Car Wash,Residential Medium Density (R-2),13.831736,121.225226,408,333.0,1,1824.87,18,0,132.2,2.51,23
ZA-2020-0368,2020-11-04,2020-11-10,2020,11,4,Locational Clearance,Released,"Cruz, M.",Santol,School/Learning Center,Industrial (I-1),13.844965,121.234192,2992,2057.0,1,6237.99,4,1,73.1,2.5,21
ZA-2020-0369,2020-11-09,2020-11-20,2020,11,4,Zoning Certificate,Released,"Garduque, H.",Bolbok,Bank/Loan Requirement,Residential Medium Density (R-2),13.845034,121.238681,899,,1,3378.32,9,0,81.0,2.18,21
ZA-2020-0370,2020-11-10,2020-12-10,2020,11,4,Locational Clearance,Released,"Cruz, M.",Pinagtongulan,Poultry/Livestock Farm,Open Space (OS),13.824291,121.227397,752,339.0,2,2224.53,22,1,92.9,2.37,21
ZA-2020-0371,2020-11-10,2020-11-24,2020,11,4,Locational Clearance,Released,"Tipan, S.",Mabini,Mini-Grocery/Sari-Sari Store,Residential Medium Density (R-2),13.877631,121.210889,282,226.0,1,1223.98,10,1,62.1,3.09,21
ZA-2020-0372,2020-11-11,2020-12-02,2020,11,4,Locational Clearance,Released,"Tipan, S.",Plaridel,Subdivision Development,Residential Low Density (R-1),13.873681,121.225762,596,432.0,1,1511.54,15,0,88.1,2.31,21
ZA-2020-0373,2020-11-13,2020-11-24,2020,11,4,Zoning Certificate,Released,"Garduque, H.",Tambo,Business Permit Application,Residential Medium Density (R-2),13.823776,121.246913,370,,1,1129.32,7,0,91.0,2.84,21
ZA-2020-0374,2020-11-16,2020-11-26,2020,11,4,Locational Clearance,Released,"Garduque, H.",Lodlod,Place of Worship,Commercial (C-1),13.85145,121.18114,312,270.0,1,1313.27,8,0,75.4,2.32,21
ZA-2020-0375,2020-11-16,2021-01-04,2020,11,4,Development Permit,Released,"Garduque, H.",Mabini,Industrial Plant Expansion,Commercial (C-2),13.855253,121.240393,1070,550.0,1,3917.86,35,1,123.6,3.09,21
ZA-2020-0376,2020-11-17,2020-11-24,2020,11,4,Zoning Certificate,Released,"Bautista, R.",Sampaguita,Estate Settlement,Residential Medium Density (R-2),13.853212,121.203775,450,,1,1206.59,5,1,65.7,2.57,21
ZA-2020-0377,2020-11-19,2020-12-04,2020,11,4,Zoning Certificate,Released,"Tipan, S.",Sampaguita,Estate Settlement,Institutional (Inst),13.840532,121.230169,632,,1,2174.22,11,1,44.7,2.44,21
ZA-2020-0378,2020-11-20,2020-12-07,2020,11,4,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay I,Subdivision Development,Residential Low Density (R-1),13.853496,121.187571,733,372.0,1,2943.67,11,1,82.2,2.6,21
ZA-2020-0379,2020-11-24,2020-12-08,2020,11,4,Locational Clearance,Released,"Castillo, J.",Bulacnin,Apartment/Boarding House,Commercial (C-1),13.860991,121.197907,531,455.0,3,1375.44,10,1,96.4,1.96,21
ZA-2020-0380,2020-11-25,2021-01-15,2020,11,4,Development Permit,Released,"Garduque, H.",Bolbok,Mixed-Use Development,Residential Low Density (R-1),13.824306,121.18519,368,118.0,1,2672.11,37,1,73.4,2.26,21
ZA-2020-0381,2020-11-26,2020-12-25,2020,11,4,Locational Clearance,Released,"Cruz, M.",Bolbok,Poultry/Livestock Farm,Commercial (C-2),13.888916,121.239283,872,494.0,1,1913.43,21,1,79.2,2.39,21
ZA-2020-0382,2020-11-27,2021-01-12,2020,11,4,Development Permit,Released,"Castillo, J.",Pinagtongulan,Eco-Tourism Site,Institutional (Inst),13.899371,121.238602,579,436.0,1,3007.3,32,1,79.3,2.23,21
ZA-2020-0383,2020-12-03,2020-12-16,2020,12,4,Locational Clearance,Released,"Bautista, R.",Lumbang,Apartment/Boarding House,Commercial (C-1),13.820048,121.194626,242,191.0,1,1256.57,9,0,28.3,2.17,20
ZA-2020-0384,2020-12-09,2021-02-02,2020,12,4,Development Permit,Released,"Castillo, J.",Kayumanggi,Commercial Complex Development,Industrial (I-1),13.892424,121.209437,1230,677.0,2,3937.78,39,0,29.2,2.31,20
ZA-2020-0385,2020-12-09,2021-01-07,2020,12,4,Development Permit,Released,"Tipan, S.",Mataas na Lupa,Memorial Park Development,Residential Low Density (R-1),13.8298,121.220793,291,143.0,1,1982.49,21,0,42.7,2.79,20
ZA-2020-0386,2020-12-14,2020-12-18,2020,12,4,Zoning Certificate,Released,"Garduque, H.",Lodlod,Estate Settlement,Residential Medium Density (R-2),13.821058,121.210942,661,,1,1688.07,4,0,37.5,2.46,20
ZA-2020-0387,2020-12-17,2020-12-22,2020,12,4,Zoning Certificate,Released,"Castillo, J.",Tulo,Estate Settlement,Residential Low Density (R-1),13.863564,121.18279,300,,1,806.1,3,1,26.6,2.55,20
ZA-2020-0388,2020-12-18,2020-12-24,2020,12,4,Locational Clearance,Released,"Castillo, J.",Bulacnin,School/Learning Center,Commercial (C-1),13.832462,121.213764,501,390.0,2,1334.35,4,1,36.7,2.18,20
ZA-2020-0389,2020-12-21,2020-12-28,2020,12,4,Zoning Certificate,Released,"Castillo, J.",Marawoy,Boundary Dispute Resolution,Commercial (C-1),13.896291,121.198186,383,,4,1578.57,5,0,48.4,2.36,20
ZA-2020-0390,2020-12-24,2021-01-06,2020,12,4,Locational Clearance,Released,"Tipan, S.",Santo Niño,Car Wash,Agricultural (A),13.882019,121.197407,6261,2287.0,1,21463.82,9,1,22.4,2.55,20
ZA-2020-0391,2020-12-29,2021-02-22,2020,12,4,Development Permit,Released,"Garduque, H.",Poblacion Barangay I,New Residential Subdivision,Residential Low Density (R-1),13.870852,121.198477,890,304.0,1,4488.2,39,1,44.5,2.07,20
ZA-2021-0392,2021-01-01,2021-02-02,2021,1,1,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay II,Warehouse/Storage Facility,Institutional (Inst),13.843992,121.221424,395,150.0,4,1328.93,22,1,42.1,4.15,22
ZA-2021-0393,2021-01-01,2021-02-09,2021,1,1,Development Permit,Released,"Cruz, M.",Tulo,Mixed-Use Development,Commercial (C-1),13.834413,121.178789,850,359.0,1,4059.54,27,0,13.1,4.14,22
ZA-2021-0394,2021-01-01,2021-02-02,2021,1,1,Locational Clearance,Released,"Cruz, M.",Santol,Commercial Building Construction,Open Space (OS),13.850945,121.176446,283,94.0,2,1120.26,22,1,11.2,3.66,22
ZA-2021-0395,2021-01-04,2021-01-19,2021,1,1,Locational Clearance,Released,"Cruz, M.",Calumpang,Food Establishment,Residential Low Density (R-1),13.832936,121.247267,491,184.0,1,1991.66,11,0,27.9,3.66,22
ZA-2021-0396,2021-01-05,2021-01-13,2021,1,1,Zoning Certificate,Released,"Castillo, J.",Sico,Business Permit Application,Residential Medium Density (R-2),13.835637,121.183298,814,,1,2553.35,6,1,14.3,4.08,22
ZA-2021-0397,2021-01-05,2021-02-09,2021,1,1,Development Permit,Released,"Cruz, M.",Lodlod,Reclamation Project,Residential Medium Density (R-2),13.867794,121.240472,956,481.0,1,4733.47,25,1,0.0,3.84,22
ZA-2021-0398,2021-01-06,2021-01-25,2021,1,1,Locational Clearance,Released,"Castillo, J.",San Jose,Mini-Grocery/Sari-Sari Store,Commercial (C-1),13.855588,121.209124,573,318.0,3,1698.0,13,0,28.5,3.82,22
ZA-2021-0399,2021-01-06,2021-01-27,2021,1,1,Locational Clearance,Released,"Tipan, S.",Lumbang,Warehouse/Storage Facility,Residential Low Density (R-1),13.887878,121.19906,1050,826.0,1,3569.52,15,1,38.9,4.11,22
ZA-2021-0400,2021-01-07,2021-03-02,2021,1,1,Development Permit,Released,"Castillo, J.",Marawoy,Reclamation Project,Commercial (C-2),13.8739,121.206028,1302,699.0,1,5908.47,38,1,6.9,4.29,22
ZA-2021-0401,2021-01-12,2021-02-03,2021,1,1,Locational Clearance,Released,"Castillo, J.",Halang,Warehouse/Storage Facility,Industrial (I-1),13.843353,121.229889,1690,1267.0,1,4552.09,16,1,0.0,3.87,22
ZA-2021-0402,2021-01-14,2021-03-11,2021,1,1,Development Permit,Released,"Bautista, R.",Bolbok,Commercial Complex Development,Residential Medium Density (R-2),13.876582,121.190174,472,276.0,1,2731.18,40,1,2.5,3.86,22
ZA-2021-0403,2021-01-19,2021-02-16,2021,1,1,Development Permit,Released,"Castillo, J.",Tulo,Mixed-Use Development,Industrial (I-1),13.878249,121.21802,4343,3489.0,1,11382.93,20,1,31.3,4.13,22
ZA-2021-0404,2021-01-20,2021-02-10,2021,1,1,Locational Clearance,Released,"Cruz, M.",Lodlod,Car Wash,Agricultural (A),13.891792,121.17955,5095,2573.0,1,12022.16,15,1,33.1,3.74,22
ZA-2021-0405,2021-01-22,2021-02-26,2021,1,1,Locational Clearance,Released,"Castillo, J.",Pinagtongulan,Warehouse/Storage Facility,Residential Medium Density (R-2),13.889572,121.177051,216,126.0,1,896.23,25,1,26.1,4.03,22
ZA-2021-0406,2021-01-25,2021-02-02,2021,1,1,Locational Clearance,Released,"Bautista, R.",Talisay,Commercial Building Construction,Residential Low Density (R-1),13.870826,121.185719,428,171.0,1,1357.45,6,1,27.5,3.34,22
ZA-2021-0407,2021-01-26,2021-02-22,2021,1,1,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay III,Car Wash,Commercial (C-1),13.894413,121.212207,605,340.0,1,1571.44,19,1,8.9,4.01,22
ZA-2021-0408,2021-01-28,2021-02-03,2021,1,1,Locational Clearance,Released,"Tipan, S.",Tambo,Car Wash,Residential Medium Density (R-2),13.850379,121.219376,576,368.0,1,2290.3,4,1,19.2,3.94,22
ZA-2021-0409,2021-01-29,2021-02-19,2021,1,1,Locational Clearance,Released,"Cruz, M.",Tambo,School/Learning Center,Residential Medium Density (R-2),13.859183,121.212293,261,183.0,1,962.56,15,1,21.6,3.28,22
ZA-2021-0410,2021-01-29,2021-02-11,2021,1,1,Locational Clearance,Released,"Bautista, R.",Latag,Subdivision Development,Institutional (Inst),13.872665,121.205017,650,267.0,1,1992.71,9,1,24.7,3.39,22
ZA-2021-0411,2021-01-29,2021-02-15,2021,1,1,Locational Clearance,Released,"Cruz, M.",Sampaguita,Subdivision Development,Commercial (C-2),13.878971,121.172937,1367,1167.0,3,3441.47,11,1,0.0,3.8,22
ZA-2021-0412,2021-02-08,2021-03-01,2021,2,1,Locational Clearance,Released,"Cruz, M.",Mataas na Lupa,Commercial Building Construction,Industrial (I-1),13.861441,121.219135,6780,4007.0,1,24192.91,15,0,20.5,3.42,20
ZA-2021-0413,2021-02-09,2021-02-24,2021,2,1,Locational Clearance,Released,"Tipan, S.",Bolbok,Place of Worship,Industrial (I-1),13.835597,121.210393,2038,741.0,4,4411.53,11,1,7.2,3.96,20
ZA-2021-0414,2021-02-10,2021-03-18,2021,2,1,Development Permit,Released,"Tipan, S.",Calumpang,Mixed-Use Development,Agricultural (A),13.823194,121.205926,4687,3780.0,1,11369.25,26,1,47.3,4.45,20
ZA-2021-0415,2021-02-18,2021-02-26,2021,2,1,Locational Clearance,Released,"Tipan, S.",Parang,Medical Clinic,Residential Low Density (R-1),13.881328,121.247302,266,97.0,1,938.35,6,1,46.0,4.14,20
ZA-2021-0416,2021-02-22,2021-02-24,2021,2,1,Zoning Certificate,Released,"Cruz, M.",Munting Pulo,Boundary Dispute Resolution,Residential Medium Density (R-2),13.880622,121.192553,758,,1,2837.02,2,1,29.8,3.83,20
ZA-2021-0417,2021-02-22,2021-02-25,2021,2,1,Zoning Certificate,Released,"Cruz, M.",Bulacnin,Business Permit Application,Residential Medium Density (R-2),13.863713,121.18998,487,,1,1608.88,3,1,36.0,3.78,20
ZA-2021-0418,2021-02-23,2021-03-31,2021,2,1,Zoning Certificate,Released,"Bautista, R.",Lodlod,Estate Settlement,Residential Low Density (R-1),13.897095,121.200159,699,,1,1581.04,26,1,10.9,3.95,20
ZA-2021-0419,2021-02-24,2021-04-14,2021,2,1,Development Permit,Released,"Bautista, R.",Sampaguita,Mixed-Use Development,Commercial (C-1),13.881308,121.202513,620,400.0,5,2963.76,35,1,26.9,4.15,20
ZA-2021-0420,2021-02-24,2021-03-22,2021,2,1,Locational Clearance,Released,"Cruz, M.",Plaridel,Place of Worship,Residential Low Density (R-1),13.892706,121.230832,558,211.0,1,1959.72,18,1,4.2,4.22,20
ZA-2021-0421,2021-02-25,2021-03-31,2021,2,1,Development Permit,Released,"Tipan, S.",Mataas na Lupa,Mixed-Use Development,Residential Low Density (R-1),13.823227,121.196094,656,383.0,1,3497.31,24,1,4.4,3.87,20
ZA-2021-0422,2021-03-02,2021-04-09,2021,3,1,Development Permit,Released,"Tipan, S.",Mataas na Lupa,New Residential Subdivision,Commercial (C-1),13.821681,121.172755,426,324.0,1,2493.41,28,1,47.7,3.83,22
ZA-2021-0423,2021-03-02,2021-03-10,2021,3,1,Zoning Certificate,Released,"Bautista, R.",Santol,Bank/Loan Requirement,Residential Low Density (R-1),13.830696,121.244832,757,,1,1907.7,6,0,11.5,4.33,22
ZA-2021-0424,2021-03-08,2021-03-26,2021,3,1,Locational Clearance,Released,"Tipan, S.",Pinagtongulan,Food Establishment,Residential Low Density (R-1),13.894352,121.186384,466,233.0,1,1289.98,14,0,37.7,4.14,22
ZA-2021-0425,2021-03-18,2021-04-22,2021,3,1,Development Permit,Released,"Castillo, J.",Calumpang,Memorial Park Development,Residential Medium Density (R-2),13.871422,121.227414,455,214.0,1,2919.77,25,0,27.1,3.97,22
ZA-2021-0426,2021-03-18,2021-04-21,2021,3,1,Locational Clearance,Released,"Garduque, H.",Sampaguita,Commercial Building Construction,Agricultural (A),13.837502,121.196098,4119,3385.0,4,12778.65,24,0,19.2,4.33,22
ZA-2021-0427,2021-03-19,2021-05-05,2021,3,1,Locational Clearance,Released,"Tipan, S.",Marawoy,Apartment/Boarding House,Commercial (C-1),13.843994,121.207945,287,214.0,5,1063.59,33,1,21.2,3.59,22
ZA-2021-0428,2021-03-22,2021-04-06,2021,3,1,Locational Clearance,Released,"Tipan, S.",Sampaguita,School/Learning Center,Residential Low Density (R-1),13.867825,121.223179,364,237.0,1,1333.98,11,1,53.5,3.7,22
ZA-2021-0429,2021-03-22,2021-04-05,2021,3,1,Development Permit,Released,"Tipan, S.",Pinagkawitan,Mixed-Use Development,Agricultural (A),13.823072,121.19946,5333,1623.0,1,11790.52,10,1,27.2,4.0,22
ZA-2021-0430,2021-03-25,2021-04-12,2021,3,1,Locational Clearance,Released,"Cruz, M.",Talisay,Commercial Building Construction,Commercial (C-2),13.889149,121.206551,1566,1144.0,1,5580.04,12,1,0.0,3.75,22
ZA-2021-0431,2021-03-26,2021-04-13,2021,3,1,Locational Clearance,Released,"Bautista, R.",Pinagkawitan,Commercial Building Construction,Residential Medium Density (R-2),13.83632,121.236117,336,212.0,1,1454.71,12,1,18.3,3.93,22
ZA-2021-0432,2021-03-31,2021-04-22,2021,3,1,Locational Clearance,Released,"Tipan, S.",Marawoy,Car Wash,Institutional (Inst),13.844392,121.185414,496,235.0,2,1826.31,16,0,22.1,3.68,22
ZA-2021-0433,2021-03-31,2021-05-05,2021,3,1,Locational Clearance,Released,"Bautista, R.",Poblacion Barangay III,Warehouse/Storage Facility,Agricultural (A),13.895194,121.197442,4484,1957.0,4,12518.63,25,1,27.9,3.99,22
ZA-2021-0434,2021-04-06,2021-05-14,2021,4,2,Development Permit,Released,"Castillo, J.",Lodlod,Memorial Park Development,Residential Medium Density (R-2),13.877637,121.192546,1220,1086.0,1,3776.63,28,1,33.5,3.57,21
ZA-2021-0435,2021-04-08,2021-07-09,2021,4,2,Development Permit,Released,"Cruz, M.",Parang,Industrial Plant Expansion,Commercial (C-1),13.880951,121.241464,256,81.0,1,1979.11,66,1,54.3,3.17,21
ZA-2021-0436,2021-04-08,2021-05-17,2021,4,2,Development Permit,Released,"Cruz, M.",Sampaguita,Industrial Plant Expansion,Commercial (C-2),13.869206,121.244153,422,351.0,1,2376.78,27,1,35.2,4.07,21
ZA-2021-0437,2021-04-09,2021-04-23,2021,4,2,Locational Clearance,Released,"Bautista, R.",Poblacion Barangay III,Residential House Construction,Agricultural (A),13.842604,121.192321,1728,1513.0,5,4766.81,10,0,36.7,3.71,21
ZA-2021-0438,2021-04-12,2021-04-14,2021,4,2,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay I,Apartment/Boarding House,Residential Medium Density (R-2),13.844258,121.247325,631,287.0,1,1962.83,2,1,32.6,4.03,21
ZA-2021-0439,2021-04-15,2021-05-04,2021,4,2,Locational Clearance,Released,"Garduque, H.",Pinagkawitan,Subdivision Development,Commercial (C-2),13.827306,121.182916,1539,467.0,1,2903.49,13,0,35.7,4.07,21
ZA-2021-0440,2021-04-21,2021-05-28,2021,4,2,Development Permit,Released,"Cruz, M.",Lumbang,Resort/Tourism Facility,Residential Low Density (R-1),13.863058,121.212666,1247,923.0,1,4090.44,27,1,17.4,3.8,21
ZA-2021-0441,2021-04-21,2021-06-04,2021,4,2,Development Permit,Released,"Cruz, M.",Sico,Eco-Tourism Site,Commercial (C-1),13.861213,121.249223,1730,755.0,2,6076.59,32,1,11.4,4.31,21
ZA-2021-0442,2021-04-23,2021-05-17,2021,4,2,Locational Clearance,Released,"Castillo, J.",Mataas na Lupa,Apartment/Boarding House,Commercial (C-1),13.882542,121.208734,363,193.0,3,1364.93,16,1,40.3,4.31,21
ZA-2021-0443,2021-04-23,2021-05-06,2021,4,2,Locational Clearance,Released,"Garduque, H.",Santol,School/Learning Center,Residential Medium Density (R-2),13.840868,121.170727,843,373.0,1,2266.44,9,1,37.5,4.56,21
ZA-2021-0444,2021-04-28,2021-05-05,2021,4,2,Zoning Certificate,Released,"Tipan, S.",Mataas na Lupa,Property Sale/Transfer,Residential Medium Density (R-2),13.831156,121.215537,630,,1,2335.27,5,0,38.5,4.21,21
ZA-2021-0445,2021-04-29,2021-06-02,2021,4,2,Locational Clearance,Released,"Cruz, M.",Latag,Medical Clinic,Industrial (I-1),13.889365,121.18952,1962,697.0,2,6821.76,24,1,23.7,3.53,21
ZA-2021-0446,2021-04-30,2021-06-04,2021,4,2,Development Permit,Released,"Garduque, H.",Poblacion Barangay III,Industrial Plant Expansion,Residential Medium Density (R-2),13.878918,121.174133,192,118.0,1,2100.4,25,1,33.0,3.74,21
ZA-2021-0447,2021-05-03,2021-06-01,2021,5,2,Development Permit,Released,"Cruz, M.",Poblacion Barangay I,Memorial Park Development,Commercial (C-1),13.844758,121.247992,250,149.0,2,2036.83,21,1,100.2,3.26,22
ZA-2021-0448,2021-05-11,2021-06-25,2021,5,2,Development Permit,Released,"Garduque, H.",Lumbang,Commercial Complex Development,Residential Low Density (R-1),13.868586,121.177086,570,254.0,1,3452.56,33,1,113.1,3.96,22
ZA-2021-0449,2021-05-11,2021-07-07,2021,5,2,Development Permit,Released,"Garduque, H.",Lumbang,Industrial Plant Expansion,Agricultural (A),13.887505,121.206826,12155,5185.0,1,37026.51,41,1,113.4,3.8,22
ZA-2021-0450,2021-05-17,2021-05-19,2021,5,2,Zoning Certificate,Released,"Tipan, S.",San Jose,Building Permit Requirement,Industrial (I-1),13.830051,121.193178,2246,,1,6509.75,2,1,108.8,3.7,22
ZA-2021-0451,2021-05-20,2021-06-23,2021,5,2,Development Permit,Released,"Tipan, S.",Calumpang,Commercial Complex Development,Residential Medium Density (R-2),13.898117,121.246373,1124,484.0,1,4345.1,24,0,110.5,4.12,22
ZA-2021-0452,2021-05-24,2021-06-04,2021,5,2,Locational Clearance,Released,"Tipan, S.",Mataas na Lupa,Subdivision Development,Institutional (Inst),13.888666,121.237589,447,206.0,1,1172.71,9,0,140.9,3.59,22
